institute code,institute name,branch code,course name,status,university,category,rank,percentile,gender,quota,category(1),branch,year,cap round
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,37591,88.9550679,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,58518,82.3322294,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,94334,69.4936445,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,44057,86.9194446,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT1S,48422,85.5729148,G,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,41549,87.6872170,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT3S,50563,84.8736599,G,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,44130,86.9194446,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,62247,81.1295102,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,30071,91.1459607,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,45170,86.6223776,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,49208,85.2215842,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LVJS,66707,79.6986029,L,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT2S,62338,81.1295102,L,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,41127,87.9159305,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,69477,78.6137148,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOPENS,131331,53.6060165,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOBCS,197856,7.1701886,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,47707,85.8501253,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOBCS,85223,73.2612864,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,37350,88.9773781,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDRSCS,200074,4.5709952,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFROBCS,95765,69.0979021,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,ORPHAN,179315,23.4132019,O,N,ORPHAN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100219110,Civil Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,90389,71.4755245,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,9196,97.3737374,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,18016,94.7837750,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,46829,85.9646097,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,12192,96.5118421,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT1S,20440,94.0716041,G,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,15590,95.5372663,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,10583,96.9659622,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,16679,95.2142111,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,8473,97.5647615,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,25163,92.6752061,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,35441,89.5868952,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT1S,15967,95.4055944,L,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT3S,26110,92.3826851,L,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,10921,96.8499656,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,15326,95.6055328,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOPENS,51675,84.5176078,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOBCS,98826,68.1164395,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,30524,91.0510720,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOBCS,35641,89.5128900,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,7401,97.8664807,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,"PWDROBC
S",93506,70.2033567,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFROBCS,40308,88.0599617,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,ORPHAN,59070,82.1358690,O,N,ORPHAN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,13724,96.0638523,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,12891,96.3316055,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,22881,93.3597277,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,61474,81.2846613,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,25469,92.5745163,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT1S,24028,92.9975430,G,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,16590,95.2407244,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT3S,18035,94.7837750,G,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,14193,95.9539167,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,20387,94.0956622,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,12183,96.5201084,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,28662,91.6544074,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,65926,79.9072027,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT2S,15745,95.4505300,L,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,13342,96.1719670,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,17281,95.0157683,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOPENS,54426,83.7239356,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOBCS,88788,71.6607627,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,36897,89.1476381,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOBCS,45048,86.6718198,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,12026,96.5454743,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDRSCS,77323,75.6538462,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFRNT3S,45117,86.6718198,D,S,EFRNT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,ORPHAN,67452,79.6033896,O,N,ORPHAN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,22723,93.4192837,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,28037,91.7521019,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,45807,86.3869833,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,81211,74.6802716,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,54199,83.7674516,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT1S,33361,90.1610143,G,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,55530,83.2103258,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT3S,45231,86.6223776,G,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,29365,91.3593874,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,50107,85.0571556,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,26875,92.1231015,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,41351,87.7785554,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,89472,71.5562808,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LVJS,63174,80.9669596,L,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT1S,37913,88.7700729,L,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,30147,91.0820780,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,54480,83.5597353,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOPENS,97352,68.4887011,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOBCS,131185,53.6060165,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,56683,82.8811189,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOBCS,84091,73.5570613,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,31810,90.6536517,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDRSCS,99969,67.8210479,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFROBCS,64751,80.3531469,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,58738,82.2162613,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,17151,95.0636221,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,36725,89.1962092,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,116393,60.4221150,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,37532,88.9550679,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT1S,31138,90.8833776,G,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,17913,94.8202997,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,18719,94.5862876,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,30507,91.0510720,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,18397,94.7159159,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,37791,88.7823852,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,72278,77.9513058,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LVJS,35169,89.6700597,L,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT2S,32000,90.6332693,L,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT3S,41415,87.7785554,L,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,18895,94.5372821,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,29991,91.2776413,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOPENS,149070,43.6588740,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,PWDOBCS,182725,21.3037657,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,40691,87.9289094,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOBCS,58925,82.1358690,D,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,18894,94.5372821,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,"PWDROBC
S",165828,32.6791073,P,S,PWD,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,"DEFRSEBC
S",52275,84.3296195,D,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,ORPHAN,159747,37.1950556,O,N,ORPHAN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,35492,89.5355262,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,45626,86.4120225,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,64794,80.3531469,G,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSTS,190208,14.3147873,G,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GVJS,78201,75.6075065,G,S,VJ,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT2S,56802,82.8437868,G,S,NT2,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GNT3S,51152,84.6429815,G,S,NT3,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOBCS,50313,84.9728618,G,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSEBCS,65579,79.9809712,G,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOPENS,40999,87.9235179,L,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSCS,66067,79.8919296,L,S,SC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LNT1S,87240,72.3760958,L,S,NT1,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LOBCS,42330,87.4115391,L,S,OBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSEBCS,58460,82.3322294,L,S,SEBC,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,DEFOPENS,99619,67.8236662,D,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,TFWS,38374,88.6801020,T,S,TFWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,EWS,105120,65.5190641,E,S,EWS,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,LSTS,196674,8.3381964,L,S,ST,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GOPENS,34406,89.8617670,G,S,OPEN,B.Tech,2025,1
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous Home University : Autonomous Institute,Autonomous Institute,GSCS,53314,84.0359888,G,S,SC,B.Tech,2025,1
