institute code,institute name,branch code,course name,status,university,category,rank,percentile,gender,quota,category(1),branch,year,cap round
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous,Unknown,LSCS,25702,92.5218400,L,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous,Unknown,TFWS,3578,98.9287476,T,S,TFWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224210,Computer Science and Engineering,Government Autonomous,Unknown,EWS,14920,95.7237762,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,GOPENS,12810,96.3339223,G,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,GSCS,29209,91.4198717,G,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,GVJS,27356,92.0354593,G,S,VJ,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,GOBCS,14231,95.9261851,G,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,GSEBCS,21655,93.7361801,G,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,LOPENS,11984,96.5695839,L,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,LSCS,30518,91.0510720,L,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,LSTS,105922,65.3084343,L,S,ST,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,LSEBCS,21498,93.7635248,L,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,TFWS,13438,96.1656046,T,S,TFWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100224610,Information Technology,Government Autonomous,Unknown,EWS,23904,93.0332708,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,GOPENS,26670,92.2398466,G,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,GSCS,34319,89.9712654,G,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,GNT1S,45017,86.6718198,G,S,NT1,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,GSEBCS,56125,83.0707711,G,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,LOPENS,16655,95.2281725,L,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,LSCS,35160,89.6700597,L,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,LOBCS,23981,92.9975430,L,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,LSEBCS,51270,84.6429815,L,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,DEFOPENS,51417,84.6215640,D,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,TFWS,18988,94.5106235,T,S,TFWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,EWS,72626,77.5384615,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100229310,Electrical Engineering,Government Autonomous,Unknown,ORPHAN,26745,92.2299976,O,N,ORPHAN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,GOPENS,16908,95.1229826,G,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,GSCS,28240,91.7377622,G,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,GOBCS,17223,95.0406335,G,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,GSEBCS,32209,90.5881920,G,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,LOPENS,14516,95.8307210,L,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,LSEBCS,30249,91.0751777,L,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,PWDOPENS,155129,39.9024730,P,S,PWD,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,PWDOBCS,188072,16.4425946,P,S,PWD,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,DEFOPENS,40811,87.9272878,D,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100237210,Electronics and Telecommunication Engg,Government Autonomous,Unknown,EWS,35349,89.6391842,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,GOPENS,38709,88.5573886,G,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,GNT2S,74032,77.0149774,G,S,NT2,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,GOBCS,49554,85.1919561,G,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,LOPENS,34766,89.8231024,L,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,LSCS,52606,84.1437716,L,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,LOBCS,51158,84.6429815,L,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,TFWS,50473,84.8811189,T,S,TFWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,EWS,71160,78.2722320,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,DEFOPENS,51162,84.6429815,D,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100246610,Instrumentation Engineering,Government Autonomous,Unknown,PWDOPENS,39729,88.2484746,P,S,PWD,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GOPENS,38117,88.7615737,G,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GSCS,55540,83.2103258,G,S,SC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GSTS,80140,75.1716925,G,S,ST,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GNT2S,39486,88.3176594,G,S,NT2,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GNT3S,46835,85.9646097,G,S,NT3,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GOBCS,40817,87.9272878,G,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,GSEBCS,44393,86.7181467,G,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,LOPENS,51322,84.6215640,L,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,LOBCS,60387,81.7705077,L,S,OBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,LSEBCS,71408,78.2396759,L,S,SEBC,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,DEFOPENS,113654,61.6834321,D,S,OPEN,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,TFWS,34696,89.8231024,T,S,TFWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,EWS,44085,86.9194446,E,S,EWS,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,PWDOPENS,39253,88.4967904,P,S,PWD,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,PWDOBCS,41102,87.9159305,P,S,PWD,B.Tech,2025,2
'01002,"Government College of Engineering, Amravati",'0100261210,Mechanical Engineering,Government Autonomous,Unknown,ORPHAN,39442,88.3176594,O,N,ORPHAN,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100550310,Food Technology,University Department,Unknown,GOPENH,33047,91.0095867,G,H,OPEN,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100550310,Food Technology,University Department,Unknown,GOBCH,35966,90.1530211,G,H,OBC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100550310,Food Technology,University Department,Unknown,LOBCH,47186,86.9631547,L,H,OBC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100551710,Oil and Paints Technology,University Department,Unknown,GOPENO,11236,96.9824985,G,O,OPEN,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100551710,Oil and Paints Technology,University Department,Unknown,GSCO,22003,94.0713203,G,O,SC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100551710,Oil and Paints Technology,University Department,Unknown,GVJO,101403,69.4656489,G,O,VJ,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100551710,Oil and Paints Technology,University Department,Unknown,GSEBCO,100151,70.0246042,G,O,SEBC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552410,Paper and Pulp Technology,University Department,Unknown,GOPENH,152507,42.2674623,G,H,OPEN,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552410,Paper and Pulp Technology,University Department,Unknown,GSCH,176242,25.5643537,G,H,SC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552410,Paper and Pulp Technology,University Department,Unknown,GOBCH,170303,29.8059527,G,H,OBC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552410,Paper and Pulp Technology,University Department,Unknown,LOPENH,180133,22.8214173,L,H,OPEN,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552410,Paper and Pulp Technology,University Department,Unknown,LOBCH,195986,9.0142807,L,H,OBC,B.Tech,2025,2
'01005,"Sant Gadge Baba Amravati University,Amravati",'0100552710,Petro Chemical Engineering,University Department,Unknown,LSEBCO,115570,60.6344780,L,O,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOPENH,95118,69.3295893,G,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSCH,121092,58.2180677,G,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GVJH,102631,66.3795642,G,H,VJ,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT2H,109606,63.3986014,G,H,NT2,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT3H,153932,40.6822054,G,H,NT3,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOBCH,106594,64.7131860,G,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSEBCH,179008,23.4701479,G,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOPENH,95635,69.2179237,L,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSCH,102736,66.2972028,L,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LNT1H,177723,24.9543245,L,H,NT1,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOBCH,99478,67.8236662,L,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSTH,198730,6.2359571,L,H,ST,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOPENH,93376,70.2033567,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101219110,Civil Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOBCH,101661,66.4263323,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOPENH,51154,84.6429815,G,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSCH,81323,74.6802716,G,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GVJH,57595,82.5532062,G,H,VJ,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT1H,91387,70.7504568,G,H,NT1,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT2H,54320,83.7239356,G,H,NT2,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOBCH,54719,83.4924535,G,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSEBCH,71523,78.2396759,G,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOPENH,49675,85.1139120,L,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSCH,81866,74.0630785,L,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOBCH,55458,83.3397246,L,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSEBCH,91882,70.6189283,L,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101224510,Computer Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOPENH,55537,83.2103258,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOPENH,66482,79.7185003,G,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSCH,95375,69.3295893,G,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSTH,195724,9.3356129,G,H,ST,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GVJH,89888,71.4842352,G,H,VJ,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOBCH,85032,73.4354379,G,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSEBCH,139547,49.3416227,G,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOPENH,44953,86.6751751,L,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSEBCH,195138,9.8110718,L,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOPENH,78930,75.3562654,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101229310,Electrical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOBCH,75703,76.7694659,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOPENH,68796,78.8357161,G,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSCH,101606,66.4263323,G,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT1H,115243,60.8775137,G,H,NT1,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT2H,93654,69.8941051,G,H,NT2,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GNT3H,112406,62.1365556,G,H,NT3,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOBCH,77711,75.6522650,G,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSEBCH,143795,47.0502678,G,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOPENH,79416,75.2405919,L,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSCH,109600,63.3986014,L,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LOBCH,80772,75.1620214,L,H,OBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSEBCH,104326,65.6692751,L,H,SEBC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOPENH,74309,76.9322569,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,PWDOBCH,78621,75.4048881,P,H,PWD,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101237210,Electronics and Telecommunication Engg,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,LSTH,78729,75.4048881,L,H,ST,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GOPENH,92994,70.2628092,G,H,OPEN,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GSCH,129179,54.4314351,G,H,SC,B.Tech,2025,2
'01012,"Government College of Engineering,Yavatmal",'0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,Sant Gadge Baba Amravati University,GVJH,122767,57.5410529,G,H,VJ,B.Tech,2025,2
